Date,Precipitation,Snow.depth,Snowfall,Max.temp,Min.temp,Avg.wind.speed,Gust.speed
2009-01-21,0.00,3.0,0.0,26,17,8.3,16.1
2009-01-22,0.00,3.0,0.0,37,20,6.7,15.0
2009-01-23,0.00,2.0,0.0,47,31,4.9,16.1
2009-01-24,0.00,0.0,0.0,46,17,11.4,21.9
2009-01-25,0.00,0.0,0.0,27,13,6.3,14.1
2009-01-26,0.00,0.0,0.0,29,19,4.9,10.1
2009-01-27,0.00,0.0,0.0,29,25,4.3,13.0
2009-01-28,0.97,3.0,3.0,41,24,9.6,21.0
2009-01-29,0.00,1.0,0.0,36,26,8.5,21.0
2009-01-30,0.00,1.0,0.0,35,26,6.7,16.1
2009-01-31,0.00,1.0,0.0,27,20,8.5,19.9
2009-02-01,0.00,1.0,0.0,52,26,7.6,15.0
2009-02-02,0.00,0.0,0.0,53,34,5.1,16.1
2009-02-03,0.35,0.0,4.3,34,25,8.1,16.1
2009-02-04,0.00,3.0,0.0,30,17,7.6,17.0
2009-02-05,0.00,3.0,0.0,23,12,9.6,19.9
2009-02-06,0.00,2.0,0.0,32,15,5.4,14.1
2009-02-07,0.00,1.0,0.0,50,28,3.8,17.9
2009-02-08,0.00,0.0,0.0,58,38,9.6,21.0
2009-02-09,0.00,0.0,0.0,45,33,5.8,15.0
2009-02-10,0.00,0.0,0.0,50,35,3.8,13.0
2009-02-11,0.03,0.0,0.0,65,45,4.5,12.1
2009-02-12,0.12,0.0,0.0,57,44,13.4,30.0
2009-02-13,0.00,0.0,0.0,44,31,12.1,21.9
2009-02-14,0.00,0.0,0.0,41,28,6.3,14.1
2009-02-15,0.00,0.0,0.0,42,28,7.2,15.0
2009-02-16,0.00,0.0,0.0,40,28,5.4,15.0
2009-02-17,0.00,0.0,0.0,40,24,4.9,12.1
2009-02-18,0.32,0.0,0.0,44,32,5.6,17.0
2009-02-19,0.00,0.0,0.0,50,27,9.2,23.9
2009-02-20,0.00,0.0,0.0,33,23,13.6,23.0
2009-02-21,0.00,0.0,0.0,42,26,7.6,17.0
2009-02-22,0.07,0.0,0.0,44,31,8.9,19.9
2009-02-23,0.00,0.0,0.0,34,24,13.4,23.0
2009-02-24,0.00,0.0,0.0,37,22,9.6,19.9
2009-02-25,0.00,0.0,0.0,42,24,4.3,12.1
2009-02-26,0.00,0.0,0.0,50,35,4.7,14.1
2009-02-27,0.04,0.0,0.0,61,43,8.1,15.0
2009-02-28,0.00,0.0,0.0,54,31,9.4,19.9
2009-03-01,0.15,0.0,1.8,36,28,9.8,19.9
2009-03-02,0.49,7.0,6.5,28,16,11.0,19.9
2009-03-03,0.00,8.0,0.0,26,12,11.6,17.9
2009-03-04,0.00,8.0,0.0,34,18,5.8,13.0
2009-03-05,0.00,2.0,0.0,43,28,4.0,15.0
2009-03-06,0.01,0.0,0.0,55,38,8.1,17.9
2009-03-07,0.00,0.0,0.0,70,51,4.5,15.0
2009-03-08,0.00,0.0,0.0,64,49,7.2,17.9
2009-03-09,0.10,0.0,0.0,49,38,7.8,21.0
2009-03-10,0.01,0.0,0.0,47,37,5.1,14.1
2009-03-11,0.00,0.0,0.0,58,41,7.4,17.9
2009-03-12,0.00,0.0,0.0,44,32,9.2,21.0
2009-03-13,0.00,0.0,0.0,40,27,6.3,13.0
2009-03-14,0.00,0.0,0.0,51,32,4.9,13.0
2009-03-15,0.00,0.0,0.0,51,42,2.2,10.1
2009-03-16,0.00,0.0,0.0,47,40,6.3,21.0
2009-03-17,0.00,0.0,0.0,55,36,5.8,17.0
2009-03-18,0.00,0.0,0.0,64,41,8.1,16.1
2009-03-19,0.13,0.0,0.0,53,42,4.5,17.0
2009-03-20,0.04,0.0,0.0,46,33,7.6,15.0
2009-03-21,0.00,0.0,0.0,49,31,6.7,15.0
2009-03-22,0.00,0.0,0.0,54,35,8.5,17.0
2009-03-23,0.00,0.0,0.0,44,29,8.7,21.0
2009-03-24,0.00,0.0,0.0,50,27,8.1,19.9
2009-03-25,0.00,0.0,0.0,52,35,5.6,13.0
2009-03-26,0.40,0.0,0.0,45,42,4.7,13.0
2009-03-27,0.00,0.0,0.0,63,44,4.7,10.1
2009-03-28,0.05,0.0,0.0,58,44,7.8,17.0
2009-03-29,0.37,0.0,0.0,52,42,7.6,25.9
2009-03-30,0.00,0.0,0.0,53,41,12.1,21.9
2009-03-31,0.00,0.0,0.0,60,38,7.2,17.0
2009-04-01,0.36,0.0,0.0,49,43,6.7,15.0
2009-04-02,0.01,0.0,0.0,64,44,5.6,12.1
2009-04-03,0.91,0.0,0.0,61,48,8.3,19.9
2009-04-04,0.00,0.0,0.0,54,47,14.8,25.9
2009-04-05,0.00,0.0,0.0,65,45,7.6,21.9
2009-04-06,0.56,0.0,0.0,55,45,6.3,16.1
2009-04-07,0.00,0.0,0.0,49,39,9.6,17.0
2009-04-08,0.00,0.0,0.0,48,35,6.3,16.1
2009-04-09,0.00,0.0,0.0,63,41,4.9,15.0
2009-04-10,0.00,0.0,0.0,59,45,4.9,17.0
2009-04-11,0.56,0.0,0.0,50,41,8.5,17.9
2009-04-12,0.00,0.0,0.0,49,36,9.8,21.0
2009-04-13,0.00,0.0,0.0,57,34,6.5,14.1
2009-04-14,0.17,0.0,0.0,52,42,8.9,17.9
2009-04-15,0.20,0.0,0.0,57,42,9.4,23.9
2009-04-16,0.00,0.0,0.0,64,44,6.7,17.9
2009-04-17,0.00,0.0,0.0,71,42,3.6,13.0
2009-04-18,0.00,0.0,0.0,79,54,4.7,16.1
2009-04-19,0.00,0.0,0.0,63,47,8.1,17.0
2009-04-20,1.79,0.0,0.0,50,42,11.9,21.0
2009-04-21,0.09,0.0,0.0,59,48,6.7,16.1
2009-04-22,0.04,0.0,0.0,56,47,5.4,17.0
2009-04-23,0.00,0.0,0.0,57,43,8.5,17.9
2009-04-24,0.00,0.0,0.0,72,47,4.0,13.0
2009-04-25,0.00,0.0,0.0,88,52,4.5,15.0
2009-04-26,0.00,0.0,0.0,92,67,4.0,13.0
2009-04-27,0.00,0.0,0.0,84,58,6.0,15.0
2009-04-28,0.00,0.0,0.0,90,69,8.9,16.1
2009-04-29,0.00,0.0,0.0,69,49,7.4,17.0
2009-04-30,0.00,0.0,0.0,61,48,4.3,14.1
2009-05-01,0.42,0.0,0.0,71,53,6.9,15.0
2009-05-02,0.11,0.0,0.0,68,54,4.9,10.1
2009-05-03,0.41,0.0,0.0,60,52,3.1,8.9
2009-05-04,0.35,0.0,0.0,57,51,4.5,16.1
2009-05-05,0.31,0.0,0.0,54,51,9.2,17.9
2009-05-06,1.15,0.0,0.0,65,49,4.9,13.0
2009-05-07,1.06,0.0,0.0,70,51,3.4,16.1
2009-05-08,0.00,0.0,0.0,74,56,2.9,10.1
2009-05-09,0.62,0.0,0.0,76,58,4.7,21.9
2009-05-10,0.00,0.0,0.0,70,54,10.1,21.0
2009-05-11,0.00,0.0,0.0,66,50,4.7,14.1
2009-05-12,0.00,0.0,0.0,69,50,3.4,17.9
2009-05-13,0.00,0.0,0.0,67,49,5.4,13.0
2009-05-14,0.05,0.0,0.0,67,56,7.6,15.0
2009-05-15,0.00,0.0,0.0,76,60,2.9,12.1
2009-05-16,0.16,0.0,0.0,71,58,4.9,13.0
2009-05-17,0.04,0.0,0.0,66,52,6.5,16.1
2009-05-18,0.00,0.0,0.0,58,49,5.1,14.1
2009-05-19,0.00,0.0,0.0,69,43,4.3,12.1
2009-05-20,0.00,0.0,0.0,82,52,4.9,13.0
2009-05-21,0.00,0.0,0.0,86,60,6.7,14.1
2009-05-22,0.00,0.0,0.0,84,62,6.3,13.0
2009-05-23,0.00,0.0,0.0,73,60,NA,19.9
2009-05-24,0.00,0.0,0.0,83,60,NA,NA
2009-05-25,0.00,0.0,0.0,81,63,NA,NA
2009-05-26,0.00,0.0,0.0,66,53,NA,17.0
2009-05-27,0.00,0.0,0.0,65,53,2.2,10.1
2009-05-28,0.06,0.0,0.0,61,56,0.2,12.1
2009-05-29,0.43,0.0,0.0,74,55,1.6,8.1
2009-05-30,0.00,0.0,0.0,77,60,NA,8.1
2009-05-31,0.00,0.0,0.0,81,57,NA,15.0
2009-06-01,0.00,0.0,0.0,71,50,5.1,14.1
2009-06-02,0.06,0.0,0.0,80,61,4.0,12.1
2009-06-03,0.50,0.0,0.0,72,54,3.6,13.0
2009-06-04,0.54,0.0,0.0,68,55,2.5,8.9
2009-06-05,0.94,0.0,0.0,60,55,7.2,21.9
2009-06-06,0.00,0.0,0.0,76,57,3.6,8.9
2009-06-07,0.00,0.0,0.0,82,63,4.3,13.0
2009-06-08,0.02,0.0,0.0,75,62,5.8,12.1
2009-06-09,1.83,0.0,0.0,71,60,5.1,16.1
2009-06-10,0.00,0.0,0.0,67,59,6.0,12.1
2009-06-11,0.16,0.0,0.0,64,59,6.5,15.0
2009-06-12,0.61,0.0,0.0,80,62,2.9,10.1
2009-06-13,0.13,0.0,0.0,73,61,4.3,14.1
2009-06-14,0.02,0.0,0.0,73,58,4.7,10.1
2009-06-15,0.50,0.0,0.0,72,57,3.1,14.1
2009-06-16,0.00,0.0,0.0,70,56,5.8,14.1
2009-06-17,0.00,0.0,0.0,68,55,4.9,12.1
2009-06-18,2.30,0.0,0.0,64,60,6.3,16.1
2009-06-19,0.00,0.0,0.0,77,63,3.1,8.9
2009-06-20,0.28,0.0,0.0,71,63,3.6,12.1
2009-06-21,0.45,0.0,0.0,78,63,6.3,23.0
2009-06-22,0.00,0.0,0.0,75,65,7.4,15.0
2009-06-23,0.00,0.0,0.0,80,66,5.1,15.0
2009-06-24,0.30,0.0,0.0,76,65,2.7,13.0
2009-06-25,0.00,0.0,0.0,80,64,2.9,8.9
2009-06-26,0.73,0.0,0.0,83,64,NA,17.0
2009-06-27,0.02,0.0,0.0,81,63,NA,NA
2009-06-28,0.00,0.0,0.0,82,64,NA,10.1
2009-06-29,0.00,0.0,0.0,81,65,5.4,13.0
2009-06-30,0.66,0.0,0.0,84,65,3.6,15.0
2009-07-01,0.00,0.0,0.0,81,66,5.1,15.0
2009-07-02,0.60,0.0,0.0,76,66,4.3,12.1
2009-07-03,0.00,0.0,0.0,78,65,4.9,14.1
2009-07-04,0.00,0.0,0.0,79,66,7.2,14.1
2009-07-05,0.00,0.0,0.0,79,61,4.5,13.0
2009-07-06,0.00,0.0,0.0,83,63,3.8,13.0
2009-07-07,0.13,0.0,0.0,79,61,5.1,14.1
2009-07-08,0.00,0.0,0.0,77,58,4.9,14.1
2009-07-09,0.00,0.0,0.0,73,61,7.8,14.1
2009-07-10,0.00,0.0,0.0,78,60,4.5,12.1
2009-07-11,0.33,0.0,0.0,78,63,5.6,13.0
2009-07-12,0.02,0.0,0.0,81,64,4.9,13.0
2009-07-13,0.00,0.0,0.0,79,61,3.1,12.1
2009-07-14,0.00,0.0,0.0,79,61,4.9,16.1
2009-07-15,0.00,0.0,0.0,82,63,3.6,14.1
2009-07-16,0.00,0.0,0.0,84,70,4.9,14.1
2009-07-17,0.21,0.0,0.0,86,68,4.3,12.1
2009-07-18,0.02,0.0,0.0,83,68,6.5,14.1
2009-07-19,0.00,0.0,0.0,81,64,4.7,13.0
2009-07-20,0.00,0.0,0.0,81,67,4.5,10.1
2009-07-21,1.14,0.0,0.0,71,64,6.3,15.0
2009-07-22,0.00,0.0,0.0,82,64,2.9,10.1
2009-07-23,0.39,0.0,0.0,77,64,7.6,21.0
2009-07-24,0.02,0.0,0.0,78,63,4.7,8.9
2009-07-25,0.00,0.0,0.0,83,66,4.9,13.0
2009-07-26,1.42,0.0,0.0,84,67,4.7,14.1
2009-07-27,0.60,0.0,0.0,83,68,3.8,12.1
2009-07-28,0.00,0.0,0.0,85,71,2.9,12.1
2009-07-29,1.52,0.0,0.0,83,70,4.9,17.9
2009-07-30,0.00,0.0,0.0,85,72,5.4,10.1
2009-07-31,0.71,0.0,0.0,85,67,4.7,15.0
2009-08-01,0.00,0.0,0.0,83,65,4.3,8.9
2009-08-02,1.05,0.0,0.0,74,67,5.4,12.1
2009-08-03,0.00,0.0,0.0,84,70,2.2,10.1
2009-08-04,0.00,0.0,0.0,83,68,4.3,12.1
2009-08-05,0.00,0.0,0.0,85,73,4.0,13.0
2009-08-06,0.00,0.0,0.0,77,66,2.9,8.9
2009-08-07,0.00,0.0,0.0,79,64,4.9,15.0
2009-08-08,0.00,0.0,0.0,78,63,4.7,10.1
2009-08-09,0.01,0.0,0.0,79,70,3.4,8.9
2009-08-10,0.52,0.0,0.0,91,68,6.0,17.0
2009-08-11,0.00,0.0,0.0,87,76,4.7,12.1
2009-08-12,0.00,0.0,0.0,79,71,6.5,15.0
2009-08-13,0.02,0.0,0.0,72,68,5.8,16.1
2009-08-14,0.00,0.0,0.0,86,67,2.7,8.9
2009-08-15,0.00,0.0,0.0,88,70,3.1,10.1
2009-08-16,0.00,0.0,0.0,91,73,3.4,10.1
2009-08-17,0.00,0.0,0.0,92,75,3.8,8.9
2009-08-18,0.64,0.0,0.0,90,68,4.9,25.1
2009-08-19,0.00,0.0,0.0,90,71,4.0,10.1
2009-08-20,0.00,0.0,0.0,89,75,3.1,10.1
2009-08-21,0.13,0.0,0.0,89,72,4.9,16.1
2009-08-22,0.74,0.0,0.0,81,70,2.9,15.0
2009-08-23,0.02,0.0,0.0,84,73,1.8,10.1
2009-08-24,0.00,0.0,0.0,82,69,3.1,8.9
2009-08-25,0.00,0.0,0.0,83,69,3.4,10.1
2009-08-26,0.03,0.0,0.0,85,70,5.6,15.0
2009-08-27,0.00,0.0,0.0,78,67,3.6,8.1
2009-08-28,0.51,0.0,0.0,72,64,5.8,14.1
2009-08-29,0.55,0.0,0.0,72,67,5.4,14.1
2009-08-30,0.00,0.0,0.0,81,66,5.4,13.0
2009-08-31,0.00,0.0,0.0,72,62,4.9,13.0
2009-09-01,0.00,0.0,0.0,74,57,3.8,14.1
2009-09-02,0.00,0.0,0.0,77,57,2.2,8.9
2009-09-03,0.00,0.0,0.0,78,61,3.6,13.0
2009-09-04,0.00,0.0,0.0,83,62,4.0,14.1
2009-09-05,0.00,0.0,0.0,84,69,3.6,8.9
2009-09-06,0.00,0.0,0.0,75,63,8.9,17.0
2009-09-07,0.00,0.0,0.0,74,60,4.0,13.0
2009-09-08,0.00,0.0,0.0,74,62,1.8,10.1
2009-09-09,0.00,0.0,0.0,76,63,8.3,21.9
2009-09-10,0.00,0.0,0.0,68,60,12.5,25.1
2009-09-11,0.84,0.0,0.0,66,56,13.6,28.0
2009-09-12,0.03,0.0,0.0,67,63,5.1,14.1
2009-09-13,0.00,0.0,0.0,79,64,4.3,12.1
2009-09-14,0.00,0.0,0.0,76,61,4.9,12.1
2009-09-15,0.00,0.0,0.0,78,63,4.0,10.1
2009-09-16,0.00,0.0,0.0,70,63,10.3,19.9
2009-09-17,0.01,0.0,0.0,63,55,5.8,16.1
2009-09-18,0.00,0.0,0.0,74,56,5.8,13.0
2009-09-19,0.00,0.0,0.0,70,53,3.8,10.1
2009-09-20,0.00,0.0,0.0,73,54,3.6,8.9
2009-09-21,0.00,0.0,0.0,75,57,4.0,10.1
2009-09-22,0.00,0.0,0.0,73,64,2.9,10.1
2009-09-23,0.00,0.0,0.0,80,69,5.6,12.1
2009-09-24,0.03,0.0,0.0,82,66,4.7,12.1
2009-09-25,0.00,0.0,0.0,69,56,7.4,17.9
2009-09-26,0.14,0.0,0.0,67,54,6.5,13.0
2009-09-27,1.03,0.0,0.0,68,59,4.7,14.1
2009-09-28,0.18,0.0,0.0,72,58,6.5,17.0
2009-09-29,0.00,0.0,0.0,66,54,7.2,17.9
2009-09-30,0.00,0.0,0.0,60,49,7.8,16.1
2009-10-01,0.00,0.0,0.0,55,47,4.9,12.1
2009-10-02,0.06,0.0,0.0,64,47,4.7,14.1
2009-10-03,0.29,0.0,0.0,70,63,2.9,10.1
2009-10-04,0.00,0.0,0.0,74,57,4.3,13.0
2009-10-05,0.00,0.0,0.0,67,53,7.2,14.1
2009-10-06,0.00,0.0,0.0,66,50,4.5,12.1
2009-10-07,0.16,0.0,0.0,69,57,11.0,29.1
2009-10-08,0.00,0.0,0.0,63,52,5.8,14.1
2009-10-09,0.03,0.0,0.0,69,59,4.0,13.0
2009-10-10,0.00,0.0,0.0,66,50,4.9,17.9
2009-10-11,0.00,0.0,0.0,64,46,5.6,14.1
2009-10-12,0.00,0.0,0.0,53,43,2.7,12.1
2009-10-13,0.00,0.0,0.0,64,46,6.0,17.0
2009-10-14,0.00,0.0,0.0,53,41,2.9,13.0
2009-10-15,0.59,0.0,0.0,47,37,11.4,21.0
2009-10-16,0.05,0.0,0.0,46,37,9.2,17.9
2009-10-17,0.03,0.0,0.0,48,42,9.4,17.0
2009-10-18,0.29,0.0,0.0,45,41,8.9,17.0
2009-10-19,0.00,0.0,0.0,55,37,3.8,12.1
2009-10-20,0.00,0.0,0.0,65,45,3.8,8.9
2009-10-21,0.00,0.0,0.0,68,52,1.1,6.9
2009-10-22,0.00,0.0,0.0,74,54,6.3,13.0
2009-10-23,0.19,0.0,0.0,64,49,8.9,17.0
2009-10-24,1.81,0.0,0.0,65,53,6.7,14.1
2009-10-25,0.00,0.0,0.0,62,51,6.0,14.1
2009-10-26,0.00,0.0,0.0,60,46,4.5,15.0
2009-10-27,0.62,0.0,0.0,55,50,6.9,15.0
2009-10-28,1.29,0.0,0.0,57,51,8.7,17.0
2009-10-29,0.00,0.0,0.0,57,49,5.4,14.1
2009-10-30,0.00,0.0,0.0,59,52,5.6,10.1
2009-10-31,0.17,0.0,0.0,71,55,6.9,17.9
2009-11-01,0.01,0.0,0.0,58,49,5.8,14.1
2009-11-02,0.00,0.0,0.0,55,46,8.3,19.9
2009-11-03,0.00,0.0,0.0,60,43,4.7,16.1
2009-11-04,0.00,0.0,0.0,52,41,4.9,13.0
2009-11-05,0.00,0.0,0.0,53,42,4.5,16.1
2009-11-06,0.00,0.0,0.0,50,37,7.2,17.0
2009-11-07,0.00,0.0,0.0,53,35,4.9,13.0
2009-11-08,0.00,0.0,0.0,69,47,2.5,13.0
2009-11-09,0.00,0.0,0.0,67,49,4.0,13.0
2009-11-10,0.00,0.0,0.0,65,56,4.7,12.1
2009-11-11,0.00,0.0,0.0,57,48,11.0,21.0
2009-11-12,0.07,0.0,0.0,50,45,14.3,23.0
2009-11-13,0.04,0.0,0.0,55,48,15.7,25.9
2009-11-14,0.49,0.0,0.0,57,52,6.7,17.0
2009-11-15,0.02,0.0,0.0,66,54,3.4,8.9
2009-11-16,0.00,0.0,0.0,59,49,5.1,14.1
2009-11-17,0.00,0.0,0.0,55,46,7.4,16.1
2009-11-18,0.00,0.0,0.0,53,42,7.4,14.1
2009-11-19,0.18,0.0,0.0,59,47,6.3,13.0
2009-11-20,0.50,0.0,0.0,61,48,6.9,15.0
2009-11-21,0.00,0.0,0.0,57,46,4.7,10.1
2009-11-22,0.00,0.0,0.0,55,45,6.9,17.0
2009-11-23,0.00,0.0,0.0,50,44,11.2,21.9
2009-11-24,0.00,0.0,0.0,58,48,7.4,17.0
2009-11-25,0.03,0.0,0.0,51,49,5.4,13.0
2009-11-26,0.00,0.0,0.0,57,50,4.7,13.0
2009-11-27,0.00,0.0,0.0,50,43,9.6,21.0
2009-11-28,0.00,0.0,0.0,50,42,11.4,21.0
2009-11-29,0.00,0.0,0.0,59,39,5.1,15.0
2009-11-30,0.27,0.0,0.0,57,40,6.9,17.9
2009-12-01,0.00,0.0,0.0,47,35,7.2,17.0
2009-12-02,0.45,0.0,0.0,56,41,4.9,16.1
2009-12-03,0.73,0.0,0.0,66,49,9.8,21.0
2009-12-04,0.00,0.0,0.0,52,44,5.4,12.1
2009-12-05,0.64,0.0,0.0,45,33,7.4,16.1
2009-12-06,0.00,0.0,0.0,38,33,7.2,16.1
2009-12-07,0.00,0.0,0.0,39,32,4.5,13.0
2009-12-08,0.00,0.0,0.0,44,34,7.4,14.1
2009-12-09,1.48,0.0,0.0,53,33,8.3,19.9
2009-12-10,0.00,0.0,0.0,46,27,12.3,23.0
2009-12-11,0.00,0.0,0.0,29,21,12.8,23.9
2009-12-12,0.00,0.0,0.0,37,25,7.6,17.0
2009-12-13,0.95,0.0,0.0,52,34,6.0,16.1
2009-12-14,0.00,0.0,0.0,46,40,5.4,14.1
2009-12-15,0.00,0.0,0.0,52,42,6.9,19.9
2009-12-16,0.00,0.0,0.0,42,28,11.0,17.0
2009-12-17,0.00,0.0,0.0,31,20,11.4,21.9
2009-12-18,0.00,0.0,0.0,30,16,5.4,14.1
2009-12-19,0.61,0.0,9.1,30,21,10.7,21.0
2009-12-20,0.13,10.0,1.8,34,21,9.8,21.0
2009-12-21,0.00,7.0,0.0,36,28,10.7,21.9
2009-12-22,0.00,7.0,0.0,36,23,9.2,21.9
2009-12-23,0.00,5.0,0.0,30,20,9.6,17.0
2009-12-24,0.00,4.0,0.0,39,24,5.6,15.0
2009-12-25,0.24,2.0,0.0,38,33,9.4,19.9
2009-12-26,1.48,0.0,0.0,54,37,12.3,21.0
2009-12-27,0.33,0.0,0.0,55,40,7.6,16.1
2009-12-28,0.00,0.0,0.0,43,30,8.9,17.9
2009-12-29,0.00,0.0,0.0,31,16,14.3,29.1
2009-12-30,0.00,0.0,0.0,32,19,5.8,14.1
2009-12-31,0.23,0.0,1.5,35,29,3.6,13.0
2010-01-01,0.03,0.0,0.0,40,33,3.4,16.1
2010-01-02,0.02,0.0,0.2,34,17,12.5,21.9
2010-01-03,0.00,0.0,0.0,22,17,14.3,25.9
2010-01-04,0.00,0.0,0.0,30,19,10.7,17.0
2010-01-05,0.00,0.0,0.0,30,20,9.8,17.0
2010-01-06,0.00,0.0,0.0,34,26,9.6,19.9
2010-01-07,0.00,0.0,0.0,37,30,8.7,16.1
2010-01-08,0.05,0.0,0.6,33,23,7.6,21.9
2010-01-09,0.00,0.0,0.0,30,18,8.7,17.0
2010-01-10,0.00,0.0,0.0,28,14,6.9,13.0
2010-01-11,0.00,0.0,0.0,31,21,7.2,14.1
2010-01-12,0.00,0.0,0.0,35,24,9.4,17.9
2010-01-13,0.00,0.0,0.0,35,24,8.1,17.0
2010-01-14,0.00,0.0,0.0,42,30,3.4,12.1
2010-01-15,0.00,0.0,0.0,50,35,7.8,16.1
2010-01-16,0.00,0.0,0.0,49,38,6.5,14.1
2010-01-17,0.57,0.0,0.0,46,35,3.8,15.0
2010-01-18,0.05,0.0,0.0,50,37,NA,13.0
2010-01-19,0.00,0.0,0.0,48,40,NA,13.0
2010-01-20,0.00,0.0,0.0,41,34,6.3,14.1
2010-01-21,0.00,0.0,0.0,41,31,3.1,12.1
2010-01-22,0.00,0.0,0.0,44,32,6.5,14.1
2010-01-23,0.00,0.0,0.0,40,28,3.1,12.1
2010-01-24,0.02,0.0,0.0,50,32,2.5,10.1
2010-01-25,1.25,0.0,0.0,57,49,NA,16.1
2010-01-26,0.00,0.0,0.0,49,35,8.7,19.9
2010-01-27,0.00,0.0,0.0,39,31,6.9,16.1
2010-01-28,0.09,0.0,1.3,42,20,8.5,25.1
2010-01-29,0.00,0.0,0.0,23,16,11.6,23.0
2010-01-30,0.00,0.0,0.0,20,13,8.9,17.0
2010-01-31,0.00,0.0,0.0,30,14,6.3,12.1
2010-02-01,0.00,0.0,0.0,35,25,8.1,16.1
2010-02-02,0.03,0.0,0.8,33,27,4.3,10.1
2010-02-03,0.06,1.0,0.2,39,29,5.1,16.1
2010-02-04,0.00,0.0,0.0,37,28,8.9,17.0
2010-02-05,0.00,0.0,0.0,36,29,4.7,17.0
2010-02-06,0.00,0.0,0.0,33,20,13.6,29.1
2010-02-07,0.00,0.0,0.0,34,17,10.1,17.0
2010-02-08,0.00,0.0,0.0,37,23,9.8,17.9
2010-02-09,0.00,0.0,0.0,42,28,5.1,13.0
2010-02-10,1.33,2.0,10.0,34,30,12.3,23.9
2010-02-11,0.00,10.0,0.0,37,28,11.9,21.0
2010-02-12,0.00,8.0,0.0,37,26,8.3,15.0
2010-02-13,0.00,8.0,0.0,32,24,8.7,17.9
2010-02-14,0.00,8.0,0.0,39,28,9.2,17.9
2010-02-15,0.01,7.0,0.0,40,27,6.9,15.0
2010-02-16,0.43,6.0,5.0,33,29,5.6,13.0
2010-02-17,0.00,10.0,0.0,35,26,8.1,15.0
2010-02-18,0.00,8.0,0.0,40,32,10.1,17.9
2010-02-19,0.00,6.0,0.0,43,35,11.4,23.0
2010-02-20,0.00,4.0,0.0,44,35,8.1,17.0
2010-02-21,0.00,3.0,0.0,46,33,9.6,17.0
2010-02-22,0.03,0.0,0.0,45,29,6.0,14.1
2010-02-23,1.20,0.0,0.0,38,35,14.1,25.9
2010-02-24,0.42,0.0,0.0,42,36,7.8,23.9
2010-02-25,2.00,0.0,9.4,38,27,3.4,15.0
2010-02-26,1.17,14.0,11.5,33,26,6.9,8.1
2010-02-27,0.01,21.0,0.0,38,29,4.5,12.1
2010-02-28,0.00,15.0,0.0,40,33,3.8,12.1
2010-03-01,0.00,11.0,0.0,48,36,9.8,21.0
2010-03-02,0.01,7.0,0.0,47,36,5.4,14.1
2010-03-03,0.07,4.0,0.0,41,34,10.5,21.0
2010-03-04,0.00,0.0,0.0,47,35,7.8,17.0
2010-03-05,0.00,0.0,0.0,49,34,7.6,14.1
2010-03-06,0.00,0.0,0.0,54,32,7.2,14.1
2010-03-07,0.00,0.0,0.0,57,37,7.2,16.1
2010-03-08,0.00,0.0,0.0,61,41,7.2,17.0
2010-03-09,0.00,0.0,0.0,61,44,4.5,15.0
2010-03-10,0.00,0.0,0.0,57,44,4.9,12.1
2010-03-11,0.00,0.0,0.0,53,42,8.9,17.9
2010-03-12,0.21,0.0,0.0,43,39,13.9,25.1
2010-03-13,3.86,0.0,0.0,46,38,22.8,36.9
2010-03-14,0.24,0.0,0.0,50,43,13.6,30.0
2010-03-15,0.33,0.0,0.0,46,41,11.6,23.0
2010-03-16,0.00,0.0,0.0,63,41,7.6,17.9
2010-03-17,0.00,0.0,0.0,66,43,2.5,12.1
2010-03-18,0.00,0.0,0.0,69,50,3.4,13.0
2010-03-19,0.00,0.0,0.0,72,49,3.4,13.0
2010-03-20,0.00,0.0,0.0,74,54,4.9,15.0
2010-03-21,0.00,0.0,0.0,64,51,6.5,15.0
2010-03-22,1.34,0.0,0.0,57,50,5.6,14.1
2010-03-23,0.11,0.0,0.0,53,45,6.0,17.9
2010-03-24,0.00,0.0,0.0,60,43,11.6,21.9
2010-03-25,0.00,0.0,0.0,62,48,4.3,14.1
2010-03-26,0.14,0.0,0.0,52,34,10.5,21.0
2010-03-27,0.00,0.0,0.0,44,29,7.6,17.0
2010-03-28,0.34,0.0,0.0,49,36,8.1,17.9
2010-03-29,1.58,0.0,0.0,53,48,6.5,16.1
2010-03-30,2.45,0.0,0.0,50,41,10.7,23.9
2010-03-31,0.01,0.0,0.0,57,45,5.8,14.1
2010-04-01,0.00,0.0,0.0,70,48,4.7,14.1
2010-04-02,0.00,0.0,0.0,68,48,4.5,13.0
2010-04-03,0.00,0.0,0.0,67,47,4.9,14.1
2010-04-04,0.00,0.0,0.0,76,47,2.7,10.1
2010-04-05,0.00,0.0,0.0,75,56,6.5,15.0
2010-04-06,0.00,0.0,0.0,78,58,4.0,13.0
2010-04-07,0.00,0.0,0.0,92,56,6.9,17.9
2010-04-08,0.00,0.0,0.0,80,64,6.3,15.0
2010-04-09,0.30,0.0,0.0,68,44,7.6,17.0
2010-04-10,0.00,0.0,0.0,62,42,9.8,17.9
2010-04-11,0.00,0.0,0.0,76,52,6.7,13.0
2010-04-12,0.00,0.0,0.0,67,52,5.4,13.0
2010-04-13,0.00,0.0,0.0,56,47,4.9,13.0
2010-04-14,0.00,0.0,0.0,67,45,5.1,12.1
2010-04-15,0.00,0.0,0.0,73,50,6.7,16.1
